attempt,best_program,program_score,iterations,time_seconds
1,_arg_2,0.4,10000,0.10319685935974121
2,"if false
    concat_cvc(_arg_1, _arg_1)
else
    _arg_2
end",0.4,10000,0.08600211143493652
3,"if true
    ""New York""
else
    concat_cvc(""PA"", _arg_1)
end",0.0,10000,0.07424187660217285
4,"at_cvc(replace_cvc("" "", ""MD"", ""USA""), 1)",0.0,10000,0.09865617752075195
5,"replace_cvc(concat_cvc(_arg_2, ""CT""), ""CA"", ""CT"")",0.0,10000,0.12129902839660645
6,"replace_cvc(concat_cvc(""MD"", "" ""), ""New York"", ""CA"")",0.0,10000,0.10199499130249023
7,"replace_cvc(prefixof_cvc(""USA"", ""CA""), _arg_1, ""MD"")",0.0,10000,0.1289980411529541
8,"replace_cvc(suffixof_cvc("" "", "" ""), ""CT"", ""NY"")",0.0,10000,0.08737802505493164
9,"replace_cvc(suffixof_cvc(""MD"", ""CA""), ""New York"", _arg_1)",0.0,10000,0.08737993240356445
10,"replace_cvc(at_cvc("" "", 1), "" "", _arg_2)",0.4,10000,0.08838391304016113
11,"replace_cvc(_arg_2, concat_cvc(_arg_1, _arg_1), _arg_1)",0.4,10000,0.10005998611450195
12,"replace_cvc(_arg_2, contains_cvc("","", "",""), "","")",0.0,10000,0.11261510848999023
13,"replace_cvc("","", suffixof_cvc(""CA"", ""NY""), ""New York"")",0.0,10000,0.09183502197265625
14,"replace_cvc(""USA"", suffixof_cvc("","", ""PA""), ""USA"")",0.0,10000,0.0917048454284668
15,"replace_cvc(""CT"", prefixof_cvc(""MD"", "" ""), ""PA"")",0.0,10000,0.09165501594543457
16,"replace_cvc(int_to_str_cvc(0), int_to_str_cvc(0), _arg_2)",0.4,10000,0.09255099296569824
17,"replace_cvc("","", at_cvc("","", 1), _arg_2)",0.4,10000,0.1140451431274414
18,"replace_cvc(_arg_2, ""MD"", concat_cvc(_arg_1, _arg_1))",0.4,10000,0.09624886512756348
19,"replace_cvc("","", "" "", concat_cvc(""NY"", ""NY""))",0.0,10000,0.09358811378479004
20,"replace_cvc(""USA"", _arg_1, contains_cvc(""CT"", _arg_1))",0.0,10000,0.1027078628540039
21,"replace_cvc(""PA"", ""NY"", suffixof_cvc("","", _arg_2))",0.0,10000,0.09299612045288086
22,"replace_cvc(""CA"", ""MD"", concat_cvc(""NY"", "" ""))",0.0,10000,0.0924990177154541
23,"replace_cvc(_arg_2, _arg_1, at_cvc(_arg_1, 1))",0.4,10000,0.09638595581054688
24,"substr_cvc("" "", 1 - 1, 0)",0.0,10000,0.12465095520019531
25,"replace_cvc(_arg_2, concat_cvc(_arg_1, _arg_1), int_to_str_cvc(0))",0.4,10000,0.09660077095031738
26,"replace_cvc(_arg_2, prefixof_cvc(""PA"", ""PA""), int_to_str_cvc(2))",0.0,10000,0.11091804504394531
27,"replace_cvc(""CA"", prefixof_cvc(_arg_2, ""CT""), int_to_str_cvc(0))",0.0,10000,0.1053159236907959
28,"replace_cvc(_arg_2, at_cvc(""MD"", 2), int_to_str_cvc(0))",0.4,10000,0.10034799575805664
29,"if true
    replace_cvc(_arg_2, _arg_1, _arg_1)
else
    _arg_1
end",0.4,10000,0.11491799354553223
30,"if true
    replace_cvc(""CA"", ""CA"", _arg_2)
else
    _arg_1
end",0.4,10000,0.07225298881530762
31,"if false
    replace_cvc(""New York"", ""PA"", ""MD"")
else
    _arg_2
end",0.4,10000,0.059517860412597656
32,"if true
    if false
        "" ""
    else
        _arg_2
    end
else
    _arg_1
end",0.4,10000,0.08595609664916992
33,"if true
    _arg_2
else
    replace_cvc(_arg_1, _arg_1, _arg_1)
end",0.4,10000,0.059854984283447266
34,"if false
    _arg_1
else
    replace_cvc(_arg_1, _arg_1, _arg_2)
end",0.4,10000,0.08101415634155273
35,"if false
    ""New York""
else
    replace_cvc(_arg_2, _arg_1, _arg_1)
end",0.4,10000,0.10991716384887695
36,"if true
    _arg_2
else
    if true
        _arg_1
    else
        _arg_1
    end
end",0.4,10000,0.08868193626403809
37,"replace_cvc(_arg_2, "" "", if false
        _arg_1
    else
        "" ""
    end)",0.4,10000,0.11623692512512207
38,"replace_cvc(""USA"", ""USA"", if true
        _arg_2
    else
        _arg_1
    end)",0.4,10000,0.09685802459716797
39,"replace_cvc(""CA"", ""CA"", if true
        _arg_2
    else
        _arg_1
    end)",0.4,10000,0.1324620246887207
40,"replace_cvc(_arg_1, _arg_1, replace_cvc(_arg_1, _arg_1, _arg_2))",0.4,10000,0.13134503364562988
41,"replace_cvc(_arg_1, "","", replace_cvc(""USA"", _arg_1, ""CA""))",0.0,10000,0.14384794235229492
42,"replace_cvc(_arg_2, _arg_1, replace_cvc(_arg_1, _arg_1, _arg_1))",0.4,10000,0.21047091484069824
43,"replace_cvc(_arg_2, ""CT"", replace_cvc(""USA"", ""USA"", ""CT""))",0.4,10000,0.14365005493164062
44,"replace_cvc("" "", ""New York"", replace_cvc(_arg_1, _arg_1, _arg_1))",0.0,10000,0.12057113647460938
45,"replace_cvc("","", "","", replace_cvc(_arg_1, _arg_1, _arg_2))",0.4,10000,0.1383669376373291
46,"replace_cvc(""New York"", ""New York"", replace_cvc(_arg_1, _arg_1, _arg_2))",0.4,10000,0.14344286918640137
47,"replace_cvc(""New York"", ""New York"", replace_cvc(""PA"", ""PA"", _arg_2))",0.4,10000,0.126755952835083
48,"replace_cvc(""USA"", ""USA"", replace_cvc(_arg_1, _arg_1, _arg_2))",0.4,10000,0.12807583808898926
49,"replace_cvc(""USA"", ""CA"", replace_cvc(""PA"", "" "", ""USA""))",0.0,10000,0.1333458423614502
50,"replace_cvc(""PA"", ""PA"", replace_cvc(_arg_1, _arg_1, _arg_2))",0.4,10000,0.13889503479003906
51,"replace_cvc(""CT"", ""CT"", replace_cvc(_arg_1, _arg_1, _arg_2))",0.4,10000,0.12678194046020508
52,"replace_cvc(""CT"", ""MD"", replace_cvc(_arg_2, _arg_2, ""CA""))",0.0,10000,0.13373994827270508
53,"replace_cvc(""CA"", ""CA"", replace_cvc(_arg_1, _arg_1, _arg_2))",0.4,10000,0.13080596923828125
54,"replace_cvc(""MD"", ""MD"", replace_cvc(_arg_1, _arg_1, _arg_2))",0.4,10000,0.13230609893798828
55,"replace_cvc(""MD"", ""MD"", replace_cvc(""CT"", ""CT"", _arg_2))",0.4,10000,0.13416695594787598
56,"replace_cvc(""NY"", ""NY"", replace_cvc(_arg_1, _arg_1, _arg_2))",0.4,10000,0.11823916435241699
57,"replace_cvc(substr_cvc("" "", 1, 1), "" "", _arg_2)",0.4,10000,0.11386299133300781
