attempt,best_program,program_score,iterations,time_seconds
1,_arg_1,0.0,10000,0.0835108757019043
2,"if true
    """"
else
    prefixof_cvc(""5"", ""1"")
end",0.0,10000,0.021604061126708984
3,"if false
    _arg_1
else
    concat_cvc(""5"", ""5"")
end",0.0,10000,0.02399897575378418
4,"if false
    ""9""
else
    contains_cvc(""5"", ""9"")
end",0.0,10000,0.025828123092651367
5,"if true
    suffixof_cvc(""9"", ""6"")
else
    "" ""
end",0.0,10000,0.02229595184326172
6,"if false
    suffixof_cvc(""4"", ""6"")
else
    ""3""
end",0.0,10000,0.05801892280578613
7,"at_cvc(replace_cvc(""2"", ""0"", ""8""), 0)",0.0,10000,0.06590509414672852
8,"at_cvc(""5"", indexof_cvc("" "", ""0"", -1))",0.0,10000,0.04636788368225098
9,"replace_cvc(concat_cvc("" "", ""1""), ""2"", ""_"")",0.0,10000,0.027528047561645508
10,"replace_cvc(concat_cvc(""2"", ""0""), ""2"", ""4"")",0.0,10000,0.06344985961914062
11,"replace_cvc(concat_cvc(""6"", ""5""), ""2"", ""8"")",0.0,10000,0.027682065963745117
12,"replace_cvc(concat_cvc(""0"", ""_""), ""3"", """")",0.0,10000,0.07437705993652344
13,"replace_cvc(prefixof_cvc("" "", ""9""), ""3"", ""2"")",0.0,10000,0.08644294738769531
14,"replace_cvc(prefixof_cvc(""3"", ""4""), ""3"", ""6"")",0.0,10000,0.08678388595581055
15,"replace_cvc(prefixof_cvc(""7"", "" ""), ""3"", ""0"")",0.0,10000,0.0899360179901123
16,"replace_cvc(prefixof_cvc(""0"", ""8""), ""4"", ""_"")",0.0,10000,0.0942380428314209
17,"replace_cvc(suffixof_cvc(""_"", ""3""), ""4"", ""4"")",0.0,10000,0.1047358512878418
18,"replace_cvc(suffixof_cvc(""4"", """"), ""4"", ""8"")",0.0,10000,0.08681797981262207
19,"replace_cvc(suffixof_cvc(""7"", ""7""), ""5"", """")",0.0,10000,0.08724093437194824
20,"replace_cvc(contains_cvc(_arg_1, ""2""), ""5"", ""2"")",0.0,10000,0.08757686614990234
21,"replace_cvc(contains_cvc(""1"", _arg_1), ""5"", ""6"")",0.0,10000,0.08749508857727051
22,"replace_cvc(contains_cvc(""4"", ""6""), ""5"", ""0"")",0.0,10000,0.10193610191345215
23,"replace_cvc(contains_cvc(""8"", ""1""), ""6"", ""_"")",0.0,10000,0.08095479011535645
24,"replace_cvc(at_cvc(""1"", 0), ""6"", ""4"")",0.0,10000,0.05669903755187988
25,"replace_cvc(_arg_1, prefixof_cvc(""5"", ""6""), ""8"")",0.0,10000,0.07143807411193848
26,"replace_cvc("""", prefixof_cvc(""_"", ""7""), """")",0.0,10000,0.08428478240966797
27,"replace_cvc("" "", concat_cvc(""9"", ""7""), ""2"")",0.0,10000,0.07610607147216797
28,"replace_cvc(""_"", concat_cvc(""4"", ""7""), ""6"")",0.0,10000,0.07631492614746094
29,"replace_cvc(""1"", concat_cvc("" "", ""7""), ""0"")",0.0,10000,0.07363486289978027
30,"replace_cvc(""1"", contains_cvc(""8"", ""8""), ""_"")",0.0,10000,0.07020807266235352
31,"replace_cvc(""2"", contains_cvc(""3"", ""8""), ""4"")",0.0,10000,0.08041501045227051
32,"replace_cvc(""3"", contains_cvc("""", ""8""), ""8"")",0.0,10000,0.06987309455871582
33,"replace_cvc(""4"", suffixof_cvc(""7"", ""9""), """")",0.0,10000,0.06995010375976562
34,"replace_cvc(""5"", suffixof_cvc(""2"", ""9""), ""2"")",0.0,10000,0.07038617134094238
35,"replace_cvc(""6"", suffixof_cvc(_arg_1, ""9""), ""6"")",0.0,10000,0.08106708526611328
36,"replace_cvc(""7"", prefixof_cvc(""6"", ""9""), ""0"")",0.0,10000,0.07074594497680664
37,"replace_cvc(""8"", prefixof_cvc(""1"", ""0""), ""_"")",0.0,10000,0.07049298286437988
38,"replace_cvc(""9"", concat_cvc(""0"", ""0""), ""4"")",0.0,10000,0.08632206916809082
39,"replace_cvc(""0"", concat_cvc(""5"", ""0""), ""8"")",0.0,10000,0.07870888710021973
40,"replace_cvc("""", at_cvc("""", -1), """")",0.0,10000,0.06417012214660645
41,"replace_cvc(_arg_1, ""_"", concat_cvc(""2"", ""2""))",0.0,10000,0.07480406761169434
42,"replace_cvc("""", """", contains_cvc(""2"", ""6""))",0.0,10000,0.08230304718017578
43,"replace_cvc("" "", _arg_1, suffixof_cvc(""2"", ""0""))",0.0,10000,0.0718541145324707
44,"replace_cvc("" "", ""0"", prefixof_cvc(""3"", ""_""))",0.0,10000,0.07262492179870605
45,"replace_cvc(""_"", ""9"", concat_cvc(""3"", ""4""))",0.0,10000,0.0721731185913086
46,"replace_cvc(""1"", ""7"", contains_cvc(""3"", ""8""))",0.0,10000,0.08180999755859375
47,"replace_cvc(""2"", ""6"", suffixof_cvc(""4"", """"))",0.0,10000,0.0716860294342041
48,"replace_cvc(""3"", ""5"", prefixof_cvc(""4"", ""2""))",0.0,10000,0.07227015495300293
49,"replace_cvc(""4"", ""4"", concat_cvc(""4"", ""6""))",0.0,10000,0.08230805397033691
50,"replace_cvc(""5"", ""2"", contains_cvc(""4"", ""0""))",0.0,10000,0.07166886329650879
51,"replace_cvc(""6"", ""1"", suffixof_cvc(""5"", ""_""))",0.0,10000,0.0717170238494873
52,"replace_cvc(""7"", ""_"", prefixof_cvc(""5"", ""4""))",0.0,10000,0.07216906547546387
53,"replace_cvc(""8"", "" "", concat_cvc(""5"", ""8""))",0.0,10000,0.08207297325134277
54,"replace_cvc(""9"", _arg_1, contains_cvc(""6"", """"))",0.0,10000,0.0716099739074707
55,"replace_cvc(""9"", ""0"", suffixof_cvc(""6"", ""2""))",0.0,10000,0.07154297828674316
56,"replace_cvc(""0"", ""9"", prefixof_cvc(""6"", ""6""))",0.0,10000,0.07617807388305664
57,"substr_cvc(concat_cvc("""", ""_""), 1, 1)",0.0,10000,0.07897281646728516
58,"replace_cvc(at_cvc(""3"", 0), ""7"", int_to_str_cvc(0))",0.0,10000,0.04057121276855469
59,"replace_cvc(prefixof_cvc(_arg_1, """"), ""8"", int_to_str_cvc(-1))",0.0,10000,0.10271906852722168
60,"replace_cvc(suffixof_cvc(""_"", """"), ""0"", int_to_str_cvc(1))",0.0,10000,0.09253597259521484
61,"replace_cvc(contains_cvc(""3"", "" ""), _arg_1, int_to_str_cvc(0))",0.0,10000,0.08366680145263672
62,"replace_cvc("" "", prefixof_cvc("" "", """"), int_to_str_cvc(-1))",0.0,10000,0.08837294578552246
63,"replace_cvc(""3"", suffixof_cvc("" "", ""_""), int_to_str_cvc(1))",0.0,10000,0.07943391799926758
64,"replace_cvc(""7"", contains_cvc("" "", ""1""), int_to_str_cvc(0))",0.0,10000,0.07438778877258301
65,"if true
    int_to_str_cvc(1)
else
    contains_cvc(""4"", ""_"")
end",0.0,10000,0.04101896286010742
66,"if true
    if true
        ""9""
    else
        ""4""
    end
else
    ""4""
end",0.0,10000,0.02568793296813965
67,"if true
    replace_cvc(_arg_1, ""4"", ""4"")
else
    ""8""
end",0.0,10000,0.027222871780395508
68,"if true
    replace_cvc(""1"", "" "", ""5"")
else
    """"
end",0.0,10000,0.02654099464416504
69,"if true
    replace_cvc(""4"", ""8"", ""5"")
else
    ""2""
end",0.0,10000,0.036691904067993164
70,"if true
    replace_cvc(""8"", ""3"", ""5"")
else
    ""6""
end",0.0,10000,0.025182008743286133
71,"if false
    replace_cvc("""", """", ""5"")
else
    ""0""
end",0.0,10000,0.02243804931640625
72,"if false
    replace_cvc(""1"", ""7"", ""6"")
else
    ""_""
end",0.0,10000,0.05618715286254883
73,"if false
    replace_cvc(""5"", ""2"", ""6"")
else
    ""4""
end",0.0,10000,0.022465944290161133
74,"if false
    replace_cvc(""9"", _arg_1, ""6"")
else
    ""8""
end",0.0,10000,0.02654886245727539
75,"if false
    contains_cvc(_arg_1, _arg_1)
else
    int_to_str_cvc(-1)
end",0.0,10000,0.030391931533813477
76,"if false
    """"
else
    if true
        _arg_1
    else
        ""3""
    end
end",0.0,10000,0.023667097091674805
77,"if true
    """"
else
    replace_cvc(""8"", _arg_1, ""7"")
end",0.0,10000,0.025680065155029297
78,"if true
    ""2""
else
    replace_cvc(""3"", """", _arg_1)
end",0.0,10000,0.028860092163085938
79,"if true
    ""6""
else
    replace_cvc("""", """", ""1"")
end",0.0,10000,0.02898716926574707
80,"if true
    ""9""
else
    replace_cvc(""7"", """", ""5"")
end",0.0,10000,0.047415971755981445
81,"if false
    "" ""
else
    replace_cvc(""2"", """", ""9"")
end",0.0,10000,0.027379989624023438
82,"if false
    ""3""
else
    replace_cvc(_arg_1, "" "", "" "")
end",0.0,10000,0.027441024780273438
83,"if false
    ""6""
else
    replace_cvc(""6"", "" "", ""3"")
end",0.0,10000,0.027714014053344727
84,"if false
    ""0""
else
    replace_cvc(""1"", "" "", ""7"")
end",0.0,10000,0.050662994384765625
85,"replace_cvc(substr_cvc(""1"", 0, -1), ""_"", _arg_1)",0.0,10000,0.06707096099853516
86,"replace_cvc(substr_cvc(""7"", 1, -1), ""_"", ""1"")",0.0,10000,0.0634758472442627
87,"at_cvc(concat_cvc(""5"", ""0""), -1 + 0)",0.0,10000,0.0902101993560791
88,"at_cvc(suffixof_cvc(""4"", ""2""), -1 - -1)",0.0,10000,0.08285713195800781
89,"replace_cvc(_arg_1, _arg_1, replace_cvc(""8"", ""1"", "" ""))",0.0,10000,0.06386780738830566
90,"replace_cvc(_arg_1, ""1"", replace_cvc(""3"", ""1"", ""3""))",0.0,10000,0.03796100616455078
