attempt,best_program,program_score,iterations,time_seconds
1,"substr_cvc(_arg_1, 2, 3)",0.5714285714285714,10000,0.07826805114746094
2,"at_cvc(replace_cvc(_arg_1, _arg_1, _arg_1), 2)",0.14285714285714285,10000,0.07355999946594238
3,"substr_cvc(substr_cvc(_arg_1, 1, 3), 2, 3)",0.5714285714285714,10000,0.0780949592590332
4,"substr_cvc(replace_cvc(_arg_1, ""+"", "".""), 2, 3)",0.5714285714285714,10000,0.06617593765258789
5,"at_cvc(at_cvc(_arg_1, 2), 0 + 1)",0.14285714285714285,10000,0.0795438289642334
6,"replace_cvc(_arg_1, _arg_1, substr_cvc(_arg_1, 2, 3))",0.5714285714285714,10000,0.06687688827514648
7,"replace_cvc(replace_cvc(_arg_1, ""-"", ""-""), _arg_1, _arg_1)",0.0,10000,0.06239509582519531
8,"replace_cvc(at_cvc(_arg_1, 2), _arg_1, concat_cvc(_arg_1, _arg_1))",0.14285714285714285,10000,0.08728694915771484
9,"replace_cvc(at_cvc(""."", 1), ""."", prefixof_cvc(_arg_1, _arg_1))",0.0,10000,0.08404397964477539
10,"replace_cvc(concat_cvc(""."", ""+""), ""+"", suffixof_cvc(_arg_1, _arg_1))",0.0,10000,0.10399508476257324
11,"replace_cvc(prefixof_cvc(""."", "".""), "" "", concat_cvc(_arg_1, _arg_1))",0.0,10000,0.09328007698059082
12,"replace_cvc(_arg_1, concat_cvc(_arg_1, "".""), prefixof_cvc(_arg_1, _arg_1))",0.0,10000,0.09723901748657227
13,"replace_cvc("" "", suffixof_cvc(""+"", ""+""), suffixof_cvc(_arg_1, _arg_1))",0.0,10000,0.09102702140808105
14,"replace_cvc(""-"", prefixof_cvc(""."", "" ""), concat_cvc(_arg_1, _arg_1))",0.0,10000,0.09682583808898926
15,"replace_cvc(_arg_1, at_cvc(""."", 5), prefixof_cvc(_arg_1, _arg_1))",0.0,10000,0.08156490325927734
16,"replace_cvc(concat_cvc("" "", "" ""), "" "", at_cvc(""-"", 2))",0.0,10000,0.08938002586364746
17,"substr_cvc(at_cvc(_arg_1, 2), 0 + 1, 1)",0.14285714285714285,10000,0.07249283790588379
18,"substr_cvc(concat_cvc(_arg_1, _arg_1), 0 + 2, 3)",0.5714285714285714,10000,0.06978893280029297
19,"substr_cvc(concat_cvc(""-"", _arg_1), 3 - 0, 4)",0.5714285714285714,10000,0.09532308578491211
20,"substr_cvc(prefixof_cvc(""+"", ""-""), 3 - 0, 0)",0.0,10000,0.0958259105682373
21,"replace_cvc(at_cvc(_arg_1, 1), ""+"", at_cvc(_arg_1, 2))",0.14285714285714285,10000,0.10768914222717285
22,"replace_cvc(at_cvc(""."", 4), ""."", at_cvc(""-"", 2))",0.0,10000,0.08453488349914551
23,"substr_cvc(at_cvc(_arg_1, 2), 1, 0 + 1)",0.14285714285714285,10000,0.08515596389770508
24,"substr_cvc(concat_cvc(_arg_1, _arg_1), 2, 0 + 3)",0.5714285714285714,10000,0.06619000434875488
25,"substr_cvc(concat_cvc(""-"", _arg_1), 3, 0 + 4)",0.5714285714285714,10000,0.0763399600982666
26,"substr_cvc(prefixof_cvc(""+"", "" ""), 1, 1 + 0)",0.0,10000,0.1016700267791748
27,"substr_cvc(_arg_1, 0 + 2, 0 + 3)",0.5714285714285714,10000,0.0822439193725586
28,"substr_cvc(_arg_1, 2 - 0, 0 + 3)",0.5714285714285714,10000,0.06885313987731934
29,"substr_cvc(""+"", 0 - 3, 3 - 0)",0.0,10000,0.06337094306945801
30,"replace_cvc("" "", at_cvc(_arg_1, 3), at_cvc(_arg_1, 2))",0.14285714285714285,10000,0.08213996887207031
31,"at_cvc(replace_cvc(""+"", ""+"", _arg_1), 0 + 2)",0.14285714285714285,10000,0.07499885559082031
32,"at_cvc(concat_cvc("" "", _arg_1), indexof_cvc(_arg_1, "" "", 0))",0.14285714285714285,10000,0.07877707481384277
33,"at_cvc(concat_cvc(""+"", _arg_1), indexof_cvc(_arg_1, "" "", 0))",0.14285714285714285,10000,0.09905695915222168
34,"at_cvc(at_cvc(_arg_1, 2), indexof_cvc(_arg_1, _arg_1, 0))",0.14285714285714285,10000,0.08199000358581543
35,"replace_cvc(concat_cvc(""+"", ""-""), prefixof_cvc(""."", _arg_1), _arg_1)",0.0,10000,0.09748697280883789
36,"replace_cvc(prefixof_cvc(""-"", _arg_1), concat_cvc(""."", _arg_1), _arg_1)",0.0,10000,0.09700798988342285
37,"replace_cvc(at_cvc(_arg_1, 2), concat_cvc(_arg_1, _arg_1), _arg_1)",0.14285714285714285,10000,0.09066009521484375
38,"replace_cvc(at_cvc(_arg_1, 2), at_cvc(_arg_1, 1), _arg_1)",0.14285714285714285,10000,0.07694697380065918
39,"replace_cvc(concat_cvc("" "", ""-""), at_cvc(_arg_1, 5), _arg_1)",0.0,10000,0.08394598960876465
40,"replace_cvc(suffixof_cvc(""."", "".""), at_cvc(""."", 1), _arg_1)",0.0,10000,0.10626506805419922
41,"replace_cvc(replace_cvc("" "", _arg_1, "" ""), ""-"", concat_cvc(_arg_1, _arg_1))",0.0,10000,0.09452605247497559
42,"replace_cvc(replace_cvc(""+"", _arg_1, ""-""), "" "", prefixof_cvc(_arg_1, _arg_1))",0.0,10000,0.08224701881408691
43,"replace_cvc(replace_cvc(""-"", _arg_1, "".""), ""."", suffixof_cvc(_arg_1, _arg_1))",0.0,10000,0.10113906860351562
44,"replace_cvc(replace_cvc(""."", "" "", "" ""), ""-"", concat_cvc(_arg_1, _arg_1))",0.0,10000,0.08985400199890137
45,"substr_cvc(substr_cvc(_arg_1, 1, 3), 2, 0 + 3)",0.5714285714285714,10000,0.07446694374084473
46,"substr_cvc(substr_cvc(_arg_1, 5, 0), 1, 5 - 2)",0.0,10000,0.07610201835632324
47,"substr_cvc(substr_cvc("" "", 2, 5), 2, 4 - 0)",0.0,10000,0.08224678039550781
48,"substr_cvc(substr_cvc(""+"", 0, 4), 3, 2 - 4)",0.0,10000,0.07529520988464355
49,"substr_cvc(substr_cvc(""+"", 4, 3), 4, 1 - 2)",0.0,10000,0.07922601699829102
50,"substr_cvc(substr_cvc(""-"", 2, 2), 5, 0 - 0)",0.0,10000,0.08744192123413086
51,"substr_cvc(substr_cvc(""."", 0, 2), 0, 4 + 4)",0.0,10000,0.07857108116149902
52,"replace_cvc(substr_cvc(_arg_1, 2, 2), _arg_1, concat_cvc(_arg_1, _arg_1))",0.14285714285714285,10000,0.08721113204956055
53,"replace_cvc(substr_cvc(_arg_1, 2, 3), _arg_1, concat_cvc(_arg_1, _arg_1))",0.5714285714285714,10000,0.08708477020263672
54,"replace_cvc(substr_cvc("" "", 0, 4), ""."", prefixof_cvc(""-"", _arg_1))",0.0,10000,0.09089779853820801
55,"replace_cvc(substr_cvc("" "", 5, 1), ""+"", suffixof_cvc(""-"", _arg_1))",0.0,10000,0.09914016723632812
56,"replace_cvc(substr_cvc(""+"", 3, 4), "" "", concat_cvc(""-"", _arg_1))",0.0,10000,0.09208011627197266
57,"replace_cvc(substr_cvc(""-"", 2, 0), ""."", prefixof_cvc(""-"", _arg_1))",0.0,10000,0.0824730396270752
58,"replace_cvc(substr_cvc(""."", 0, 3), ""+"", suffixof_cvc(""-"", _arg_1))",0.0,10000,0.09388279914855957
59,"replace_cvc(substr_cvc(""."", 5, 0), "" "", concat_cvc(""-"", _arg_1))",0.0,10000,0.09952902793884277
60,"replace_cvc(_arg_1, substr_cvc(""+"", 5, 2), prefixof_cvc(""-"", _arg_1))",0.0,10000,0.09852099418640137
61,"replace_cvc("" "", substr_cvc("" "", 3, 3), suffixof_cvc(""-"", _arg_1))",0.0,10000,0.08407998085021973
62,"replace_cvc(""+"", substr_cvc(_arg_1, 1, 5), concat_cvc(""-"", _arg_1))",0.0,10000,0.0938260555267334
63,"replace_cvc(""+"", substr_cvc(""."", 0, 0), prefixof_cvc(""-"", _arg_1))",0.0,10000,0.08504796028137207
64,"replace_cvc(""-"", substr_cvc(""+"", 4, 1), suffixof_cvc(""-"", _arg_1))",0.0,10000,0.09312009811401367
65,"replace_cvc(""."", substr_cvc("" "", 2, 3), concat_cvc(""-"", _arg_1))",0.0,10000,0.0853111743927002
66,"replace_cvc(substr_cvc(_arg_1, 2, 3), concat_cvc(_arg_1, _arg_1), _arg_1)",0.5714285714285714,10000,0.09648895263671875
67,"replace_cvc(substr_cvc(_arg_1, 4, 3), prefixof_cvc(""-"", ""-""), _arg_1)",0.0,10000,0.08499717712402344
68,"replace_cvc(substr_cvc("" "", 3, 0), concat_cvc(""-"", ""-""), _arg_1)",0.0,10000,0.09727001190185547
69,"replace_cvc(substr_cvc(""+"", 1, 2), suffixof_cvc(""-"", ""-""), _arg_1)",0.0,10000,0.08802008628845215
70,"replace_cvc(substr_cvc(""+"", 5, 5), prefixof_cvc(""-"", ""-""), _arg_1)",0.0,10000,0.09210681915283203
71,"replace_cvc(substr_cvc(""-"", 4, 2), concat_cvc(""-"", ""-""), _arg_1)",0.0,10000,0.08901119232177734
72,"replace_cvc(substr_cvc(""."", 2, 4), suffixof_cvc(""-"", ""-""), _arg_1)",0.0,10000,0.09382796287536621
73,"replace_cvc(replace_cvc(_arg_1, "" "", ""+""), prefixof_cvc(""-"", ""-""), _arg_1)",0.0,10000,0.0943138599395752
74,"replace_cvc(replace_cvc("" "", "" "", "".""), concat_cvc(""-"", ""-""), _arg_1)",0.0,10000,0.09710192680358887
75,"replace_cvc(replace_cvc(""+"", ""+"", _arg_1), suffixof_cvc(""-"", ""-""), _arg_1)",0.0,10000,0.08385586738586426
76,"replace_cvc(replace_cvc(""-"", ""+"", ""+""), prefixof_cvc(""-"", ""-""), _arg_1)",0.0,10000,0.09346294403076172
