attempt,best_program,program_score,time,new_updated_rules
1,_arg_2,0.4,0.0785982608795166,"New Rule: replace_cvc(_arg_2, ""I"", _arg_1)New Rule: replace_cvc(_arg_2, ""P"", _arg_1)New Rule: replace_cvc(_arg_2, ""M"", _arg_1)New Rule: replace_cvc(_arg_2, ""N"", _arg_1)New Rule: _arg_2New Rule: replace_cvc(_arg_2, ""B"", _arg_1)New Rule: replace_cvc(_arg_2, ""New York"", _arg_1)New Rule: replace_cvc(_arg_2, ""H"", _arg_1)New Rule: replace_cvc(_arg_2, ""T"", _arg_1)New Rule: replace_cvc(_arg_2, ""C"", _arg_1)"
2,_arg_2,0.4,0.08054065704345703,No updates
3,"replace_cvc("","", "","", _arg_2)",0.4,0.07894635200500488,No updates
4,"replace_cvc(""F"", ""F"", _arg_2)",0.4,0.07931232452392578,No updates
5,"replace_cvc(""M"", ""M"", _arg_2)",0.4,0.0908820629119873,No updates
6,"replace_cvc(""S"", ""S"", _arg_2)",0.4,0.07922911643981934,No updates
7,"replace_cvc(""Y"", ""Y"", _arg_2)",0.4,0.08417606353759766,No updates
8,"replace_cvc(replace_cvc(_arg_2, ""B"", _arg_1), ""C"", _arg_1)",0.0,0.0963280200958252,No updates
9,"at_cvc(concat_cvc(""O"", _arg_1), 0)",0.0,0.10872054100036621,No updates
10,"replace_cvc(_arg_2, at_cvc(""New York"", 1), ""N"")",0.4,0.09887576103210449,"New Rule: replace_cvc(_arg_2, at_cvc(""New York"", 2), _arg_1)New Rule: replace_cvc(_arg_2, at_cvc(_arg_1, 1), _arg_1)New Rule: replace_cvc(_arg_2, at_cvc(_arg_1, 1), ""U"")New Rule: replace_cvc(_arg_2, at_cvc(_arg_2, 1), ""A"")New Rule: replace_cvc(_arg_2, at_cvc(_arg_2, 1), ""P"")New Rule: replace_cvc(_arg_2, at_cvc(_arg_1, 2), _arg_1)New Rule: replace_cvc(_arg_2, at_cvc(_arg_1, 1), ""P"")New Rule: replace_cvc(_arg_2, at_cvc(_arg_2, 1), ""N"")New Rule: replace_cvc(_arg_2, at_cvc(_arg_1, 1), ""N"")New Rule: replace_cvc(_arg_2, at_cvc(_arg_2, 1), ""C"")New Rule: replace_cvc(_arg_2, at_cvc(_arg_2, 1), ""S"")"
11,_arg_2,0.4,0.08097624778747559,No updates
12,"replace_cvc(_arg_2, ""Z"", "","")",0.4,0.08307361602783203,No updates
13,"replace_cvc(""B"", ""B"", _arg_2)",0.4,0.0828237533569336,No updates
14,"replace_cvc(""F"", ""F"", _arg_2)",0.4,0.09411787986755371,No updates
15,"replace_cvc(""I"", ""I"", _arg_2)",0.4,0.08226728439331055,No updates
16,"replace_cvc(""M"", ""M"", _arg_2)",0.4,0.08200860023498535,No updates
17,"replace_cvc(""Q"", ""Q"", _arg_2)",0.4,0.08219766616821289,No updates
18,"replace_cvc(""U"", ""U"", _arg_2)",0.4,0.08233284950256348,No updates
19,"replace_cvc(""X"", ""X"", _arg_2)",0.4,0.09461021423339844,No updates
20,"replace_cvc(replace_cvc(_arg_2, ""P"", _arg_1), ""M"", replace_cvc(_arg_2, ""New York"", _arg_1))",0.0,0.0869145393371582,No updates
21,"replace_cvc(replace_cvc(_arg_2, ""New York"", _arg_1), ""E"", replace_cvc(_arg_2, at_cvc(""New York"", 2), _arg_1))",0.0,0.08706140518188477,No updates
22,"replace_cvc(replace_cvc(_arg_2, at_cvc(""New York"", 2), _arg_1), _arg_2, replace_cvc(_arg_2, at_cvc(_arg_2, 1), ""P""))",0.0,0.08645319938659668,No updates
23,"replace_cvc(replace_cvc(_arg_2, at_cvc(_arg_2, 1), ""A""), replace_cvc(_arg_2, at_cvc(_arg_2, 1), ""P""), replace_cvc(_arg_2, at_cvc(_arg_1, 1), ""N""))",0.0,0.08671712875366211,No updates
24,"replace_cvc(replace_cvc(_arg_2, at_cvc(_arg_2, 1), ""N""), replace_cvc(_arg_2, ""H"", _arg_1), _arg_2)",0.0,0.1068580150604248,No updates
25,"at_cvc(concat_cvc(""E"", replace_cvc(_arg_2, ""B"", _arg_1)), 2)",0.0,0.09582042694091797,No updates
26,"at_cvc(prefixof_cvc(""T"", "" ""), 0)",0.0,0.09853768348693848,No updates
27,"at_cvc(suffixof_cvc(replace_cvc(_arg_2, ""T"", _arg_1), ""Q""), 1)",0.0,0.10605192184448242,No updates
28,"replace_cvc(_arg_2, at_cvc(""New York"", 1), ""N"")",0.4,0.09600424766540527,No updates
29,"replace_cvc("" "", at_cvc("" "", 1), _arg_2)",0.4,0.09018325805664062,No updates
30,"replace_cvc("","", at_cvc("","", 1), _arg_2)",0.4,0.09038305282592773,No updates
31,"replace_cvc(""A"", at_cvc(""A"", 1), _arg_2)",0.4,0.10163593292236328,No updates
32,"replace_cvc(""B"", at_cvc(""B"", 1), _arg_2)",0.4,0.0899808406829834,"New Rule: replace_cvc(""C"", at_cvc(_arg_1, 1), _arg_2)"
33,_arg_2,0.4,0.08009505271911621,No updates
34,"replace_cvc(_arg_2, ""S"", ""S"")",0.4,0.0840902328491211,No updates
35,"replace_cvc(""B"", ""B"", _arg_2)",0.4,0.09276080131530762,No updates
36,"replace_cvc(""E"", ""E"", _arg_2)",0.4,0.08246469497680664,No updates
37,"replace_cvc(""I"", ""I"", _arg_2)",0.4,0.0828397274017334,No updates
