attempt,best_program,program_score,time,new_updated_rules
1,_arg_1,0.0,0.0790555477142334,No updates
2,"replace_cvc(at_cvc(_arg_1, 2), "" "", prefixof_cvc("" "", _arg_1))",0.0,0.111785888671875,No updates
3,"substr_cvc(prefixof_cvc("" "", "" ""), 5 - 3, 4)",0.0,0.07880711555480957,No updates
4,"substr_cvc(prefixof_cvc(_arg_1, "" ""), 4, 2 - 2)",0.0,0.06727766990661621,No updates
5,"substr_cvc("" "", 4 + 5, 1 - 0)",0.0,0.08106875419616699,No updates
6,"replace_cvc(at_cvc(_arg_1, 1), prefixof_cvc(_arg_1, "" ""), _arg_1)",0.0,0.08597254753112793,No updates
7,"substr_cvc(substr_cvc(_arg_1, 3, 2), 4, 2 - 2)",0.0,0.08326578140258789,No updates
8,"substr_cvc(substr_cvc("" "", 1, 1), 5, 1 - 0)",0.0,0.09873342514038086,No updates
9,"substr_cvc(substr_cvc("" "", 5, 1), 0, 5 + 4)",0.0,0.08851265907287598,No updates
10,"substr_cvc(substr_cvc(_arg_1, 0, 0), 5 + 2, 2)",0.0,0.07197690010070801,No updates
11,"substr_cvc(substr_cvc(_arg_1, 3, 5), 1 - 1, 0)",0.0,0.08649110794067383,No updates
12,"substr_cvc(substr_cvc("" "", 1, 4), 2 - 5, 4)",0.0,0.07675838470458984,No updates
13,"substr_cvc(substr_cvc("" "", 5, 3), 4 - 4, 2)",0.0,0.07178544998168945,No updates
14,"substr_cvc(_arg_1, indexof_cvc(_arg_1, _arg_1, 0), 5 - 0)",0.0,0.08655190467834473,No updates
15,"substr_cvc(_arg_1, 3 - 5, indexof_cvc(_arg_1, "" "", 4))",0.0,0.08009457588195801,No updates
16,"replace_cvc(substr_cvc(_arg_1, 0, 4), at_cvc(_arg_1, 1), _arg_1)",0.0,0.08808660507202148,No updates
17,"replace_cvc(at_cvc("" "", 2), suffixof_cvc(_arg_1, "" ""), at_cvc("" "", 0))",0.0,0.09191250801086426,No updates
18,"replace_cvc("" "", substr_cvc("" "", 4, 0), substr_cvc(_arg_1, 5, 4))",0.0,0.08954095840454102,No updates
19,"replace_cvc(substr_cvc("" "", 0, 3), substr_cvc("" "", 2, 1), _arg_1)",0.0,0.08886861801147461,No updates
20,"substr_cvc(substr_cvc(_arg_1, 0, 5), 0, indexof_cvc("" "", "" "", 0))",0.0,0.07389235496520996,No updates
21,"substr_cvc(replace_cvc(_arg_1, "" "", _arg_1), 3, indexof_cvc(_arg_1, "" "", 4))",0.0,0.08065342903137207,No updates
22,"substr_cvc(at_cvc(_arg_1, 1), 5 + 2, 0 + 2)",0.0,0.07997775077819824,No updates
23,"substr_cvc(at_cvc(_arg_1, 3), 4 + 2, 5 - 0)",0.0,0.07046198844909668,No updates
24,"substr_cvc(at_cvc(_arg_1, 5), 3 + 3, 3 - 4)",0.0,0.07867908477783203,No updates
25,"substr_cvc(at_cvc("" "", 1), 2 + 4, 2 - 2)",0.0,0.0889730453491211,No updates
26,"substr_cvc(at_cvc("" "", 3), 1 + 5, 1 - 0)",0.0,0.08629059791564941,No updates
27,"substr_cvc(at_cvc("" "", 5), 1 + 0, 5 + 4)",0.0,0.07391953468322754,No updates
28,"substr_cvc(concat_cvc(_arg_1, "" ""), 0 + 1, 4 + 2)",0.0,0.0690298080444336,No updates
29,"substr_cvc(concat_cvc("" "", _arg_1), 5 - 2, 3 + 0)",0.0,0.08443021774291992,No updates
30,"substr_cvc(prefixof_cvc(_arg_1, _arg_1), 4 - 3, 1 + 4)",0.0,0.11312484741210938,No updates
31,"substr_cvc(prefixof_cvc("" "", _arg_1), 3 - 4, 0 + 2)",0.0,0.10329294204711914,No updates
32,"substr_cvc(suffixof_cvc(_arg_1, _arg_1), 2 - 4, 5 - 0)",0.0,0.1045689582824707,No updates
33,"substr_cvc(suffixof_cvc("" "", _arg_1), 1 - 5, 3 - 4)",0.0,0.10897636413574219,No updates
34,"replace_cvc(at_cvc("" "", 3), at_cvc(_arg_1, 4), at_cvc(_arg_1, 2))",0.0,0.07865405082702637,No updates
35,"replace_cvc(substr_cvc(_arg_1, 5, 3), "" "", substr_cvc("" "", 3, 4))",0.0,0.09128332138061523,No updates
36,"substr_cvc(substr_cvc(_arg_1, 3, 4), indexof_cvc(_arg_1, "" "", 5), 0)",0.0,0.08865761756896973,No updates
37,"substr_cvc(substr_cvc(_arg_1, 0, 0), 1 + 0, 0 + 2)",0.0,0.10253262519836426,No updates
38,"substr_cvc(substr_cvc(_arg_1, 0, 2), 0 + 0, 5 - 0)",0.0,0.0930025577545166,No updates
39,"substr_cvc(substr_cvc(_arg_1, 0, 3), 5 - 1, 3 - 4)",0.0,0.09340023994445801,No updates
40,"substr_cvc(substr_cvc(_arg_1, 0, 5), 4 - 2, 2 - 2)",0.0,0.08180427551269531,No updates
41,"substr_cvc(substr_cvc(_arg_1, 1, 1), 3 - 3, 1 - 0)",0.0,0.07060050964355469,No updates
42,"substr_cvc(substr_cvc(_arg_1, 1, 3), 2 - 4, 5 + 4)",0.0,0.07698512077331543,No updates
43,"substr_cvc(substr_cvc(_arg_1, 1, 5), 1 - 5, 4 + 2)",0.0,0.06985044479370117,No updates
44,"substr_cvc(substr_cvc(_arg_1, 2, 1), 1 - 0, 3 + 0)",0.0,0.07117366790771484,No updates
45,"substr_cvc(substr_cvc(_arg_1, 2, 3), 0 - 1, 1 + 4)",0.0,0.07965683937072754,No updates
46,"substr_cvc(substr_cvc(_arg_1, 2, 5), 5 + 2, 0 + 2)",0.0,0.07140946388244629,No updates
47,"substr_cvc(substr_cvc(_arg_1, 3, 1), 4 + 2, 5 - 0)",0.0,0.08134078979492188,No updates
48,"substr_cvc(substr_cvc(_arg_1, 3, 3), 3 + 3, 3 - 4)",0.0,0.07122206687927246,No updates
49,"substr_cvc(substr_cvc(_arg_1, 3, 5), 2 + 4, 2 - 2)",0.0,0.0805211067199707,No updates
50,"substr_cvc(substr_cvc(_arg_1, 4, 1), 1 + 5, 1 - 0)",0.0,0.07156634330749512,No updates
51,"substr_cvc(substr_cvc(_arg_1, 4, 3), 1 + 0, 5 + 4)",0.0,0.07177329063415527,No updates
52,"substr_cvc(substr_cvc(_arg_1, 4, 5), 0 + 1, 4 + 2)",0.0,0.08033347129821777,No updates
53,"substr_cvc(substr_cvc(_arg_1, 5, 0), 5 - 2, 3 + 0)",0.0,0.07149362564086914,No updates
54,"substr_cvc(substr_cvc(_arg_1, 5, 2), 4 - 3, 1 + 4)",0.0,0.08064937591552734,No updates
55,"substr_cvc(substr_cvc(_arg_1, 5, 4), 3 - 4, 0 + 2)",0.0,0.0799868106842041,No updates
56,"substr_cvc(substr_cvc("" "", 0, 0), 2 - 4, 5 - 0)",0.0,0.09229302406311035,No updates
57,"substr_cvc(substr_cvc("" "", 0, 2), 1 - 5, 3 - 4)",0.0,0.10160064697265625,No updates
58,"substr_cvc(substr_cvc("" "", 0, 4), 1 - 0, 2 - 2)",0.0,0.08379626274108887,No updates
59,"substr_cvc(substr_cvc("" "", 1, 0), 0 - 1, 1 - 0)",0.0,0.08659505844116211,No updates
60,"substr_cvc(substr_cvc("" "", 1, 2), 5 + 2, 5 + 4)",0.0,0.09224367141723633,No updates
61,"substr_cvc(substr_cvc("" "", 1, 4), 4 + 3, 4 + 2)",0.0,0.09713578224182129,No updates
62,"substr_cvc(substr_cvc("" "", 2, 0), 3 + 4, 3 + 0)",0.0,0.07355356216430664,No updates
63,"substr_cvc(substr_cvc("" "", 2, 2), 2 + 5, 1 + 4)",0.0,0.09270095825195312,No updates
64,"substr_cvc(substr_cvc("" "", 2, 4), 2 + 0, 0 + 2)",0.0,0.10093283653259277,No updates
65,"substr_cvc(substr_cvc("" "", 3, 0), 1 + 0, 5 - 0)",0.0,0.07008194923400879,No updates
66,"substr_cvc(substr_cvc("" "", 3, 2), 0 + 1, 3 - 4)",0.0,0.09035992622375488,No updates
67,"substr_cvc(substr_cvc("" "", 3, 3), 5 - 2, 2 - 2)",0.0,0.09283256530761719,No updates
68,"substr_cvc(substr_cvc("" "", 3, 5), 4 - 3, 1 - 0)",0.0,0.07091116905212402,No updates
69,"substr_cvc(substr_cvc("" "", 4, 1), 3 - 4, 5 + 4)",0.0,0.07870650291442871,No updates
70,"substr_cvc(substr_cvc("" "", 4, 3), 2 - 5, 4 + 2)",0.0,0.08985519409179688,No updates
71,"substr_cvc(substr_cvc("" "", 4, 5), 2 - 0, 3 + 0)",0.0,0.08112597465515137,No updates
72,"substr_cvc(substr_cvc("" "", 5, 1), 1 - 1, 1 + 4)",0.0,0.06919288635253906,No updates
73,"substr_cvc(substr_cvc("" "", 5, 3), 0 - 2, 0 + 2)",0.0,0.077728271484375,No updates
74,"substr_cvc(substr_cvc("" "", 5, 5), 5 + 2, 5 - 0)",0.0,0.10219955444335938,No updates
75,"replace_cvc(substr_cvc("" "", 0, 5), suffixof_cvc("" "", _arg_1), at_cvc("" "", 4))",0.0,0.09826374053955078,No updates
76,"replace_cvc(substr_cvc("" "", 0, 3), at_cvc(_arg_1, 4), concat_cvc("" "", _arg_1))",0.0,0.11653947830200195,No updates
77,"replace_cvc(at_cvc("" "", 0), substr_cvc(_arg_1, 1, 3), prefixof_cvc("" "", _arg_1))",0.0,0.09401869773864746,No updates
78,"substr_cvc(at_cvc(_arg_1, 2), indexof_cvc(_arg_1, _arg_1, 4), 5 + 4)",0.0,0.09509778022766113,No updates
79,"substr_cvc(at_cvc("" "", 1), indexof_cvc("" "", "" "", 5), 4 + 2)",0.0,0.08700227737426758,No updates
80,"substr_cvc(at_cvc(_arg_1, 1), 1 + 0, indexof_cvc("" "", "" "", 0))",0.0,0.06732511520385742,No updates
81,"substr_cvc(at_cvc("" "", 0), 4 - 3, indexof_cvc(_arg_1, "" "", 4))",0.0,0.09459805488586426,No updates
82,"replace_cvc(at_cvc(_arg_1, 0), at_cvc(_arg_1, 0), replace_cvc(_arg_1, "" "", _arg_1))",0.0,0.07991170883178711,No updates
83,"substr_cvc(replace_cvc(_arg_1, _arg_1, "" ""), 5 + 4, 5 - 0)",0.0,0.07640337944030762,No updates
84,"substr_cvc(replace_cvc(_arg_1, "" "", "" ""), 4 + 5, 3 - 4)",0.0,0.0709524154663086,No updates
85,"substr_cvc(replace_cvc("" "", _arg_1, "" ""), 4 + 0, 2 - 2)",0.0,0.08061003684997559,No updates
86,"substr_cvc(replace_cvc("" "", "" "", "" ""), 3 + 1, 1 - 0)",0.0,0.08296966552734375,No updates
87,"replace_cvc(substr_cvc(_arg_1, 5, 5), at_cvc(_arg_1, 2), at_cvc("" "", 4))",0.0,0.09916067123413086,No updates
88,"replace_cvc(prefixof_cvc(_arg_1, "" ""), substr_cvc(_arg_1, 5, 2), at_cvc(_arg_1, 2))",0.0,0.0825657844543457,No updates
89,"substr_cvc(concat_cvc("" "", _arg_1), 0 - 0, indexof_cvc("" "", "" "", 0))",0.0,0.10501646995544434,No updates
90,"substr_cvc(suffixof_cvc(_arg_1, _arg_1), 3 + 3, indexof_cvc(_arg_1, "" "", 4))",0.0,0.09871792793273926,No updates
91,"replace_cvc(at_cvc(_arg_1, 4), substr_cvc(_arg_1, 2, 0), at_cvc(_arg_1, 2))",0.0,0.0899972915649414,No updates
92,"replace_cvc(concat_cvc(_arg_1, "" ""), concat_cvc(_arg_1, _arg_1), substr_cvc("" "", 5, 0))",0.0,0.10805988311767578,No updates
93,"replace_cvc(at_cvc(_arg_1, 5), replace_cvc("" "", "" "", _arg_1), at_cvc("" "", 4))",0.0,0.10456132888793945,No updates
94,"replace_cvc(substr_cvc("" "", 4, 5), prefixof_cvc(_arg_1, _arg_1), concat_cvc("" "", _arg_1))",0.0,0.11753654479980469,No updates
95,"replace_cvc(suffixof_cvc("" "", _arg_1), substr_cvc(_arg_1, 5, 3), prefixof_cvc("" "", _arg_1))",0.0,0.09373998641967773,No updates
96,"replace_cvc(at_cvc("" "", 2), suffixof_cvc(_arg_1, _arg_1), substr_cvc(_arg_1, 5, 4))",0.0,0.09859061241149902,No updates
97,"replace_cvc(suffixof_cvc(_arg_1, _arg_1), at_cvc(_arg_1, 3), substr_cvc(_arg_1, 4, 2))",0.0,0.08569693565368652,No updates
98,"replace_cvc(at_cvc("" "", 1), at_cvc("" "", 4), substr_cvc(_arg_1, 3, 0))",0.0,0.09668135643005371,No updates
99,"substr_cvc(concat_cvc("" "", "" ""), indexof_cvc(_arg_1, _arg_1, 1), 1 + 4)",0.0,0.1019902229309082,No updates
100,"substr_cvc(suffixof_cvc(_arg_1, _arg_1), indexof_cvc("" "", "" "", 2), 0 + 2)",0.0,0.09910821914672852,No updates
101,Nothing,0.0,8.649676322937012,Final result so no updates
-1,Final grammar,-1.0,0.0,"1: Start = ntString
2: ntString = _arg_1
3: ntString =  
4: ntString = concat_cvc(ntString, ntString)
5: ntString = replace_cvc(ntString, ntString, ntString)
6: ntString = at_cvc(ntString, ntInt)
7: ntString = substr_cvc(ntString, ntInt, ntInt)
8: ntInt = 0
9: ntInt = 1
10: ntInt = 2
11: ntInt = 3
12: ntInt = 4
13: ntInt = 5
14: ntInt = ntInt + ntInt
15: ntInt = ntInt - ntInt
16: ntInt = len_cvc(ntString)
17: ntInt = indexof_cvc(ntString, ntString, ntInt)
18: ntBool = true
19: ntBool = false
20: ntBool = prefixof_cvc(ntString, ntString)
21: ntBool = suffixof_cvc(ntString, ntString)
"
-2,Timed out: false,-1.0,0.0, 
