attempt,best_program,program_score,time,new_updated_rules
1,_arg_1,0.0,1.375096321105957,No updates
2,"replace_cvc(substr_cvc("","", 2, 1), "","", _arg_1)",0.0,0.21487975120544434,No updates
3,"replace_cvc(prefixof_cvc("" "", "" ""), _arg_2, concat_cvc("","", _arg_1))",0.0,0.10103487968444824,No updates
4,"replace_cvc("" "", prefixof_cvc("" "", _arg_2), prefixof_cvc("","", _arg_1))",0.0,0.09389472007751465,No updates
5,"substr_cvc(prefixof_cvc("" "", _arg_2), 1 + 1, 2)",0.0,0.14365839958190918,No updates
6,"at_cvc(replace_cvc("" "", "" "", "",""), 2 + 0)",0.0,0.09408450126647949,No updates
7,"replace_cvc(prefixof_cvc("","", "",""), suffixof_cvc(_arg_2, _arg_2), _arg_1)",0.0,0.09429740905761719,No updates
8,"replace_cvc(replace_cvc(_arg_1, "" "", _arg_1), "","", prefixof_cvc(_arg_2, _arg_1))",0.0,0.0991969108581543,No updates
9,"replace_cvc(replace_cvc("","", "","", _arg_1), "","", suffixof_cvc(_arg_2, _arg_1))",0.0,0.1046910285949707,No updates
10,"replace_cvc(_arg_1, substr_cvc(_arg_2, 0, 2), prefixof_cvc("","", _arg_1))",0.0,0.0932302474975586,No updates
11,"replace_cvc(substr_cvc("" "", 0, 0), suffixof_cvc("","", "",""), _arg_1)",0.0,0.09365344047546387,No updates
12,"replace_cvc(replace_cvc("" "", _arg_1, "",""), concat_cvc(_arg_1, "",""), _arg_1)",0.0,0.10305261611938477,No updates
13,"replace_cvc(_arg_2, replace_cvc(_arg_2, "","", _arg_1), prefixof_cvc("","", _arg_1))",0.0,0.08995890617370605,No updates
14,"replace_cvc(replace_cvc("" "", "","", _arg_1), at_cvc("","", 2), _arg_1)",0.0,0.08477520942687988,No updates
15,"substr_cvc(replace_cvc("" "", "" "", "",""), 2 + 0, 0)",0.0,0.08224105834960938,No updates
16,"replace_cvc(_arg_2, concat_cvc("","", "",""), replace_cvc("","", _arg_2, _arg_1))",0.0,0.10117387771606445,No updates
17,"substr_cvc(replace_cvc("" "", _arg_1, _arg_2), 0, 1 - 2)",0.0,0.08118009567260742,No updates
18,"substr_cvc(suffixof_cvc(_arg_1, _arg_2), 2, indexof_cvc("","", _arg_1, 0))",0.0,0.11120748519897461,No updates
19,"replace_cvc(_arg_2, at_cvc(_arg_2, 1), replace_cvc("" "", _arg_2, _arg_1))",0.0,0.08428025245666504,No updates
20,"replace_cvc(suffixof_cvc(_arg_1, "" ""), _arg_1, substr_cvc("" "", 0, 2))",0.0,0.08604812622070312,No updates
21,"replace_cvc(concat_cvc(_arg_2, _arg_2), "","", replace_cvc(_arg_1, _arg_2, _arg_1))",0.0,0.10541915893554688,No updates
22,"replace_cvc(suffixof_cvc("","", _arg_1), "","", replace_cvc(_arg_2, _arg_2, _arg_1))",0.0,0.10081243515014648,No updates
23,"replace_cvc(concat_cvc("" "", _arg_1), replace_cvc("","", "" "", _arg_2), _arg_1)",0.0,0.09985136985778809,No updates
24,"replace_cvc(suffixof_cvc("","", "",""), replace_cvc("","", "","", _arg_2), _arg_1)",0.0,0.12498331069946289,No updates
25,"replace_cvc(suffixof_cvc("","", _arg_2), substr_cvc(_arg_2, 1, 1), _arg_1)",0.0,0.08555293083190918,No updates
26,"substr_cvc(suffixof_cvc(_arg_1, _arg_2), indexof_cvc(_arg_2, "","", 1), 2)",0.0,0.09511780738830566,No updates
27,"replace_cvc(_arg_1, substr_cvc("","", 0, 0), substr_cvc("" "", 2, 0))",0.0,0.10989189147949219,No updates
28,"replace_cvc(at_cvc(_arg_1, 2), prefixof_cvc("" "", _arg_2), concat_cvc(_arg_2, _arg_1))",0.0,0.09622430801391602,No updates
29,"replace_cvc(at_cvc("" "", 0), suffixof_cvc("" "", _arg_2), prefixof_cvc(_arg_2, _arg_1))",0.0,0.09431123733520508,No updates
30,"replace_cvc(at_cvc("","", 2), concat_cvc("" "", _arg_2), suffixof_cvc(_arg_2, _arg_1))",0.0,0.10770750045776367,No updates
31,"replace_cvc(concat_cvc(_arg_1, "",""), prefixof_cvc("" "", "" ""), concat_cvc(_arg_2, _arg_1))",0.0,0.10236048698425293,No updates
32,"replace_cvc(concat_cvc(_arg_2, "",""), suffixof_cvc("" "", "" ""), prefixof_cvc(_arg_2, _arg_1))",0.0,0.1171865463256836,No updates
33,"replace_cvc(concat_cvc("","", _arg_1), concat_cvc("" "", "" ""), suffixof_cvc(_arg_2, _arg_1))",0.0,0.10358858108520508,No updates
34,"replace_cvc(prefixof_cvc(_arg_1, _arg_1), prefixof_cvc("" "", "",""), concat_cvc(_arg_2, _arg_1))",0.0,0.11383628845214844,No updates
35,"replace_cvc(prefixof_cvc(_arg_2, _arg_1), suffixof_cvc("" "", "",""), prefixof_cvc(_arg_2, _arg_1))",0.0,0.10658812522888184,No updates
