attempt,best_program,program_score,iterations,time_seconds
1,_arg_1,0.0,10000,4.080842018127441
2,"if true
    int_to_str_cvc(0)
else
    prefixof_cvc("" "", """")
end",0.0,10000,0.10033202171325684
3,"replace_cvc("""", if false
        "" ""
    else
        """"
    end, _arg_1)",0.0,10000,0.15283918380737305
4,"replace_cvc(int_to_str_cvc(1), concat_cvc("""", """"), int_to_str_cvc(0))",0.0,10000,0.04766416549682617
5,"if false
    suffixof_cvc("""", ""."")
else
    contains_cvc("""", _arg_1)
end",0.0,10000,0.06237602233886719
6,"at_cvc(replace_cvc(_arg_1, ""."", """"), 0 - 0)",0.0,10000,0.08588886260986328
7,"replace_cvc(prefixof_cvc(_arg_1, "".""), prefixof_cvc("" "", """"), _arg_1)",0.0,10000,0.10999584197998047
8,"replace_cvc(contains_cvc("" "", "" ""), prefixof_cvc(""."", """"), _arg_1)",0.0,10000,0.07511782646179199
9,"replace_cvc(at_cvc("""", -1), """", suffixof_cvc("""", _arg_1))",0.0,10000,0.08857393264770508
10,"replace_cvc(suffixof_cvc(_arg_1, _arg_1), """", contains_cvc("""", _arg_1))",0.0,10000,0.10613298416137695
11,"replace_cvc(_arg_1, prefixof_cvc(""."", "" ""), concat_cvc("""", _arg_1))",0.0,10000,0.09143614768981934
12,"replace_cvc("" "", contains_cvc("" "", "" ""), prefixof_cvc("""", _arg_1))",0.0,10000,0.0839090347290039
13,"replace_cvc(at_cvc("""", 0), prefixof_cvc("" "", """"), _arg_1)",0.0,10000,0.09281182289123535
14,"substr_cvc(at_cvc(_arg_1, 0), -1 - -1, 1)",0.0,10000,0.0849308967590332
15,"substr_cvc(prefixof_cvc("""", "" ""), 0, -1 == 0)",0.0,10000,0.08571100234985352
16,"substr_cvc(suffixof_cvc("""", "".""), 1, if true
        -1
    else
        -1
    end)",0.0,10000,0.10310983657836914
17,"replace_cvc(suffixof_cvc(_arg_1, "" ""), contains_cvc(""."", "" ""), int_to_str_cvc(1))",0.0,10000,0.09061503410339355
18,"replace_cvc(contains_cvc("" "", "" ""), at_cvc(""."", -1), int_to_str_cvc(0))",0.0,10000,0.07390999794006348
19,"if true
    replace_cvc("" "", """", """")
else
    concat_cvc("""", "" "")
end",0.0,10000,0.04411911964416504
20,"if false
    substr_cvc(""."", 1, -1)
else
    prefixof_cvc("""", "" "")
end",0.0,10000,0.05051302909851074
21,"if true
    at_cvc(""."", 1)
else
    substr_cvc(""."", 0, 1)
end",0.0,10000,0.07401895523071289
22,"if true
    prefixof_cvc("""", ""."")
else
    replace_cvc(""."", _arg_1, "" "")
end",0.0,10000,0.053717851638793945
23,"replace_cvc(concat_cvc("" "", _arg_1), ""."", if false
        "" ""
    else
        "" ""
    end)",0.0,10000,0.08661413192749023
24,"replace_cvc(at_cvc("" "", 0), _arg_1, if true
        """"
    else
        "" ""
    end)",0.0,10000,0.10442280769348145
25,"replace_cvc(prefixof_cvc(""."", """"), ""."", replace_cvc("""", """", "" ""))",0.0,10000,0.09731602668762207
26,"replace_cvc(concat_cvc("""", _arg_1), replace_cvc(""."", "" "", """"), "" "")",0.0,10000,0.09632301330566406
27,"replace_cvc(suffixof_cvc("" "", "".""), replace_cvc(""."", ""."", """"), "" "")",0.0,10000,0.08577990531921387
28,"at_cvc(if true
        "".""
    else
        "" ""
    end, if false
        1
    else
        0
    end)",0.0,10000,0.08783602714538574
