attempt,best_program,program_score,iterations,time_seconds
1,_arg_1,0.0,10000,0.07784199714660645
2,"replace_cvc(_arg_2, prefixof_cvc(""PA"", _arg_1), _arg_1)",0.0,10000,0.0719149112701416
3,"replace_cvc(""USA"", suffixof_cvc(""PA"", _arg_1), _arg_1)",0.0,10000,0.0692439079284668
4,"replace_cvc(""MD"", concat_cvc(""PA"", _arg_1), _arg_1)",0.0,10000,0.06964612007141113
5,"replace_cvc(concat_cvc(_arg_2, ""PA""), _arg_1, _arg_1)",0.0,10000,0.04640316963195801
6,"replace_cvc(prefixof_cvc(_arg_2, ""PA""), _arg_1, _arg_1)",0.0,10000,0.08703112602233887
7,"replace_cvc(suffixof_cvc(_arg_2, ""PA""), _arg_1, _arg_1)",0.0,10000,0.11697697639465332
8,"replace_cvc(_arg_1, ""PA"", concat_cvc(_arg_1, _arg_1))",0.0,10000,0.07160186767578125
9,"replace_cvc("","", ""MD"", prefixof_cvc(_arg_1, _arg_1))",0.0,10000,0.07096600532531738
10,"replace_cvc(""CA"", _arg_2, suffixof_cvc(_arg_1, _arg_1))",0.0,10000,0.06893181800842285
11,"replace_cvc(""PA"", _arg_1, at_cvc(_arg_1, 0))",0.0,10000,0.05710101127624512
12,"if false
    concat_cvc(""MD"", ""PA"")
else
    _arg_1
end",0.0,10000,0.041023969650268555
13,"at_cvc(""USA"", indexof_cvc(_arg_2, ""CT"", 2))",0.0,10000,0.06315183639526367
14,"replace_cvc(if true
        ""USA""
    else
        "",""
    end, ""MD"", _arg_1)",0.0,10000,0.035646915435791016
15,"replace_cvc(if false
        ""USA""
    else
        "",""
    end, ""MD"", _arg_1)",0.0,10000,0.04234480857849121
16,"replace_cvc(replace_cvc(_arg_1, ""USA"", "",""), ""MD"", _arg_1)",0.0,10000,0.060669898986816406
17,"replace_cvc(replace_cvc(_arg_2, ""USA"", "",""), ""MD"", _arg_1)",0.0,10000,0.046447038650512695
