attempt,best_program,program_score,time,new_updated_rules
1,_arg_1,0.0,0.2233564853668213,No updates
2,"replace_cvc("" "", ""."", concat_cvc(""+"", _arg_1))",0.0,0.15788698196411133,No updates
3,"substr_cvc("" "", 5, 4 + 4)",0.0,0.22658681869506836,No updates
4,"replace_cvc(replace_cvc("" "", "" "", "" ""), ""+"", ""-"")",0.0,0.27420854568481445,No updates
5,"replace_cvc(contains_cvc(""+"", ""-""), int_to_str_cvc(1), ""+"")",0.0,0.337787389755249,No updates
6,"replace_cvc("" "", replace_cvc(_arg_1, _arg_1, "".""), ""+"")",0.0,0.26415085792541504,No updates
7,"replace_cvc(""-"", int_to_str_cvc(2), at_cvc(""-"", 4))",0.0,0.18107914924621582,No updates
8,"substr_cvc(replace_cvc(""-"", ""-"", _arg_1), 0, 2)",0.0,0.22472429275512695,No updates
9,"replace_cvc(""+"", ""-"", replace_cvc("" "", _arg_1, _arg_1))",0.0,0.25765299797058105,No updates
10,"substr_cvc(""+"", 1, indexof_cvc(""+"", ""-"", 5))",0.0,0.2075498104095459,No updates
11,"at_cvc(suffixof_cvc(_arg_1, _arg_1), 5 + 3)",0.0,0.21296000480651855,No updates
12,"replace_cvc(""-"", substr_cvc(_arg_1, 3, 4), int_to_str_cvc(1))",0.0,0.17751717567443848,No updates
13,"replace_cvc(at_cvc(""+"", 3), contains_cvc(""-"", "".""), ""-"")",0.0,0.14314031600952148,No updates
14,"replace_cvc(concat_cvc("" "", _arg_1), contains_cvc(""-"", "".""), ""-"")",0.0,0.18939638137817383,No updates
15,"replace_cvc(prefixof_cvc(_arg_1, _arg_1), contains_cvc(""-"", "".""), ""-"")",0.0,0.11052799224853516,No updates
16,"replace_cvc(prefixof_cvc(""."", _arg_1), contains_cvc(""-"", "".""), ""-"")",0.0,0.11670780181884766,No updates
17,"replace_cvc(suffixof_cvc(""-"", _arg_1), contains_cvc(""-"", "".""), ""-"")",0.0,0.11051344871520996,No updates
18,"replace_cvc(contains_cvc(""+"", _arg_1), contains_cvc(""-"", "".""), ""-"")",0.0,0.12437152862548828,No updates
19,"replace_cvc(at_cvc(""-"", 1), at_cvc(""."", 0), ""-"")",0.0,0.1499176025390625,No updates
