attempt,best_program,program_score,iterations,time_seconds
1,_arg_1,0.3333333333333333,10000,0.09682607650756836
2,"if false
    int_to_str_cvc(1)
else
    concat_cvc(_arg_1, """")
end",0.3333333333333333,10000,0.06731796264648438
3,"replace_cvc("""", if false
        "" ""
    else
        """"
    end, _arg_1)",0.3333333333333333,10000,0.06882309913635254
4,"if false
    at_cvc(_arg_1, 1)
else
    concat_cvc(_arg_1, """")
end",0.3333333333333333,10000,0.042851924896240234
5,"if false
    suffixof_cvc("" "", _arg_1)
else
    concat_cvc(_arg_1, """")
end",0.3333333333333333,10000,0.06945395469665527
6,"replace_cvc(concat_cvc(_arg_1, _arg_1), concat_cvc(_arg_1, _arg_1), _arg_1)",0.3333333333333333,10000,0.08337020874023438
7,"replace_cvc(prefixof_cvc(_arg_1, ""/n""), prefixof_cvc("" "", """"), _arg_1)",0.0,10000,0.09456205368041992
8,"replace_cvc(concat_cvc(_arg_1, """"), at_cvc("" "", 1), "" "")",0.3333333333333333,10000,0.07241296768188477
9,"replace_cvc(at_cvc("" "", 1), "" "", concat_cvc(_arg_1, """"))",0.3333333333333333,10000,0.09962987899780273
10,"replace_cvc(_arg_1, concat_cvc(_arg_1, _arg_1), concat_cvc(_arg_1, _arg_1))",0.3333333333333333,10000,0.09310221672058105
11,"replace_cvc("""", concat_cvc("""", """"), concat_cvc(_arg_1, """"))",0.3333333333333333,10000,0.09152984619140625
12,"replace_cvc(""/n"", concat_cvc("""", ""/n""), concat_cvc(_arg_1, """"))",0.3333333333333333,10000,0.09329605102539062
13,"replace_cvc(at_cvc("" "", 1), concat_cvc("""", "" ""), _arg_1)",0.3333333333333333,10000,0.07895708084106445
14,"replace_cvc(_arg_1, at_cvc(_arg_1, 1), at_cvc(_arg_1, 1))",0.3333333333333333,10000,0.08619904518127441
15,"replace_cvc(_arg_1, int_to_str_cvc(1), substr_cvc(_arg_1, 1, 1))",0.3333333333333333,10000,0.0963599681854248
