attempt,best_program,program_score,time,new_updated_rules
1,_arg_1,0.0,0.1047825813293457,No updates
2,"if true
    int_to_str_cvc(0)
else
    prefixof_cvc("" "", """")
end",0.0,0.05478382110595703,No updates
3,"replace_cvc("""", if false
        "" ""
    else
        """"
    end, _arg_1)",0.0,0.06652450561523438,No updates
4,"replace_cvc(int_to_str_cvc(1), concat_cvc("""", """"), int_to_str_cvc(0))",0.0,0.08008456230163574,No updates
5,"if false
    suffixof_cvc("""", ""in"")
else
    contains_cvc("""", _arg_1)
end",0.0,0.05840706825256348,No updates
6,"at_cvc(replace_cvc(_arg_1, ""in"", """"), 0 - 0)",0.0,0.08877301216125488,No updates
7,"replace_cvc(prefixof_cvc(_arg_1, ""in""), prefixof_cvc("" "", """"), _arg_1)",0.0,0.10439944267272949,No updates
8,"replace_cvc(contains_cvc("" "", "" ""), prefixof_cvc(""in"", """"), _arg_1)",0.0,0.08201241493225098,No updates
9,"replace_cvc(at_cvc("""", -1), """", suffixof_cvc("""", _arg_1))",0.0,0.10336637496948242,No updates
10,"replace_cvc(suffixof_cvc(_arg_1, _arg_1), """", contains_cvc("""", _arg_1))",0.0,0.13121914863586426,No updates
11,"replace_cvc(_arg_1, prefixof_cvc(""in"", "" ""), concat_cvc("""", _arg_1))",0.0,0.09948086738586426,No updates
12,"replace_cvc("" "", contains_cvc("" "", "" ""), prefixof_cvc("""", _arg_1))",0.0,0.08914685249328613,No updates
13,"replace_cvc(at_cvc("""", 0), prefixof_cvc("" "", """"), _arg_1)",0.0,0.08503890037536621,No updates
14,"substr_cvc(at_cvc(_arg_1, 0), -1 - -1, 1)",0.0,0.0938258171081543,No updates
15,"substr_cvc(prefixof_cvc("""", "" ""), 0, -1 == 0)",0.0,0.10746335983276367,No updates
16,"substr_cvc(suffixof_cvc("""", ""in""), 1, if true
        -1
    else
        -1
    end)",0.0,0.09635376930236816,No updates
17,"replace_cvc(suffixof_cvc(_arg_1, "" ""), contains_cvc(""in"", "" ""), int_to_str_cvc(1))",0.0,0.09965014457702637,No updates
18,"replace_cvc(contains_cvc("" "", "" ""), at_cvc(""in"", -1), int_to_str_cvc(0))",0.0,0.06287884712219238,No updates
19,"if true
    replace_cvc("" "", """", """")
else
    concat_cvc("""", "" "")
end",0.0,0.03707408905029297,No updates
20,"if false
    substr_cvc(""in"", 1, -1)
else
    prefixof_cvc("""", "" "")
end",0.0,0.043493032455444336,No updates
