attempt,best_program,program_score,iterations,time_seconds
1,"substr_cvc(_arg_1, 2, 3)",0.5714285714285714,10000,0.13785386085510254
2,"substr_cvc(_arg_1, 0 + 2, 3)",0.5714285714285714,10000,0.07054710388183594
3,"replace_cvc(substr_cvc(_arg_1, 2, 3), _arg_1, _arg_1)",0.5714285714285714,10000,0.06341004371643066
4,"replace_cvc(at_cvc(_arg_1, 2), int_to_str_cvc(0), _arg_1)",0.14285714285714285,10000,0.10398197174072266
5,"replace_cvc(_arg_1, _arg_1, substr_cvc(_arg_1, 2, 3))",0.5714285714285714,10000,0.06707382202148438
6,"replace_cvc("" "", replace_cvc(_arg_1, _arg_1, "".""), ""+"")",0.0,10000,0.07341408729553223
7,"substr_cvc(substr_cvc(_arg_1, 1, 3), 2, 3)",0.5714285714285714,10000,0.11289191246032715
8,"substr_cvc(replace_cvc(""-"", ""-"", _arg_1), 2, 3)",0.5714285714285714,10000,0.06651091575622559
9,"replace_cvc(at_cvc(_arg_1, 2), _arg_1, int_to_str_cvc(0))",0.14285714285714285,10000,0.06419897079467773
10,"at_cvc(concat_cvc(_arg_1, _arg_1), 0 + 2)",0.14285714285714285,10000,0.06877613067626953
11,"at_cvc(at_cvc(_arg_1, 2), 0 + 1)",0.14285714285714285,10000,0.09061098098754883
12,"replace_cvc(at_cvc(_arg_1, 2), concat_cvc(_arg_1, _arg_1), _arg_1)",0.14285714285714285,10000,0.07729506492614746
13,"replace_cvc(at_cvc(""+"", 3), contains_cvc(""-"", "".""), ""-"")",0.0,10000,0.07896089553833008
14,"replace_cvc(concat_cvc("" "", _arg_1), contains_cvc(""-"", "".""), ""-"")",0.0,10000,0.08902597427368164
15,"replace_cvc(prefixof_cvc(_arg_1, _arg_1), contains_cvc(""-"", "".""), ""-"")",0.0,10000,0.09162092208862305
16,"replace_cvc(prefixof_cvc(""."", _arg_1), contains_cvc(""-"", "".""), ""-"")",0.0,10000,0.12038493156433105
17,"replace_cvc(suffixof_cvc(""-"", _arg_1), contains_cvc(""-"", "".""), ""-"")",0.0,10000,0.09196090698242188
18,"replace_cvc(at_cvc(_arg_1, 2), at_cvc(_arg_1, 1), _arg_1)",0.14285714285714285,10000,0.08766698837280273
19,"replace_cvc(at_cvc(""-"", 1), at_cvc(""."", 0), ""-"")",0.0,10000,0.07743597030639648
20,"replace_cvc(suffixof_cvc("" "", "" ""), at_cvc(""+"", 2), ""-"")",0.0,10000,0.11284899711608887
21,"replace_cvc(substr_cvc(_arg_1, 2, 3), int_to_str_cvc(0), _arg_1)",0.5714285714285714,10000,0.06075906753540039
