attempt,best_program,program_score,iterations,time_seconds
1,1,0.3333333333333333,10000,0.10911202430725098
2,"if true
    2 - 1
else
    1
end",0.3333333333333333,10000,0.05535721778869629
3,"indexof_cvc(""_"", if true
        ""_""
    else
        _arg_1
    end, 1)",0.3333333333333333,10000,0.10913300514221191
4,"indexof_cvc(at_cvc("" "", 1), "" "", len_cvc(""""))",0.3333333333333333,10000,0.08603787422180176
5,"indexof_cvc("" "", concat_cvc("""", "" ""), len_cvc(""""))",0.3333333333333333,10000,0.05238699913024902
6,"if true
    indexof_cvc(_arg_2, _arg_2, 0)
else
    len_cvc(_arg_1)
end",0.3333333333333333,10000,0.063323974609375
7,"indexof_cvc(substr_cvc("" "", 1, 1), "" "", len_cvc(""""))",0.3333333333333333,10000,0.10581016540527344
8,"indexof_cvc(concat_cvc("""", ""_""), concat_cvc("""", ""_""), 1)",0.3333333333333333,10000,0.08527684211730957
9,"indexof_cvc(prefixof_cvc(_arg_2, ""_""), concat_cvc("""", """"), 1)",0.0,10000,0.09216690063476562
10,"indexof_cvc(suffixof_cvc(_arg_1, ""_""), concat_cvc("""", """"), 1)",0.0,10000,0.09282994270324707
11,"indexof_cvc(suffixof_cvc(""_"", ""_""), concat_cvc("""", """"), 1)",0.0,10000,0.13739800453186035
12,"indexof_cvc(at_cvc(_arg_1, 1), at_cvc(_arg_1, 1), 1)",0.3333333333333333,10000,0.078948974609375
13,"indexof_cvc(_arg_1, at_cvc(_arg_1, 1), 1 + 0)",0.3333333333333333,10000,0.08108401298522949
14,"indexof_cvc(_arg_2, at_cvc(_arg_1, 1), 1 + 0)",0.3333333333333333,10000,0.06769585609436035
15,"indexof_cvc(_arg_2, concat_cvc(_arg_2, """"), 1 + 0)",0.3333333333333333,10000,0.09198284149169922
16,"indexof_cvc(_arg_2, suffixof_cvc("""", _arg_1), -1 == 1)",0.0,10000,0.1313638687133789
17,"indexof_cvc("" "", concat_cvc("""", "" ""), 1 + 0)",0.3333333333333333,10000,0.0778050422668457
18,"indexof_cvc(at_cvc(_arg_1, 3), "" "", 1 + 0)",0.3333333333333333,10000,0.0812218189239502
19,"indexof_cvc(at_cvc("" "", 1), "" "", 1 + 0)",0.3333333333333333,10000,0.06898808479309082
20,"indexof_cvc(concat_cvc("""", ""_""), ""_"", 1 + 0)",0.3333333333333333,10000,0.08786702156066895
21,"indexof_cvc(prefixof_cvc("" "", _arg_1), """", -1 - 1)",0.0,10000,0.1271369457244873
22,"indexof_cvc(suffixof_cvc("" "", """"), _arg_1, -1 == 1)",0.0,10000,0.09289407730102539
23,"indexof_cvc(at_cvc(_arg_1, 3), concat_cvc("""", "" ""), 1)",0.3333333333333333,10000,0.08058691024780273
24,"indexof_cvc(at_cvc(""_"", 1), concat_cvc("""", ""_""), 1)",0.3333333333333333,10000,0.08213686943054199
25,"indexof_cvc(replace_cvc("""", """", _arg_1), _arg_1, len_cvc(""""))",0.3333333333333333,10000,0.10215210914611816
26,"indexof_cvc(_arg_1, if true
        "" ""
    else
        ""_""
    end, len_cvc(""""))",0.3333333333333333,10000,0.0697789192199707
